기준일,00시(kW),1시(kW),2시(kW),3시(kW),4시(kW),5시(kW),6시(kW),7시(kW),8시(kW),9시(kW),10시(kW),11시(kW),12시(kW),13시(kW),14시(kW),15시(kW),16시(kW),17시(kW),18시(kW),19시(kW),20시(kW),21시(kW),22시(kW)
2019-06-30,22075,5088,7494,3462,13656,20471,82688,120566,339599,538978,688419,943002,955639,1274174,938766,1326975,1083559,1115294,819260,449411,341304,273795,181959
