일자,충전방식,00시,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
2024-02-11,완속,644,469,287,175,154,168,147,231,532,896,917,952,1211,1253,1624,1505,1799,1995,2170,2058,1925,2177,2142,1428
2024-02-12,급속,3920,2640,2080,1800,2200,3040,4040,7200,11160,15600,20080,19960,19760,21360,21080,20320,20040,17320,16000,13560,11120,9040,6600,4320
2024-02-12,완속,798,770,378,294,189,126,203,252,476,812,924,973,1204,1218,1379,1575,1680,2352,2590,2212,2044,1771,1673,1645
2024-02-13,급속,3440,2520,1720,1680,2280,4240,6600,9200,15880,18800,20120,23920,26000,23440,24320,23240,22640,20680,20200,16200,13880,8920,7120,4400
2024-02-13,완속,644,630,406,140,70,77,140,392,742,833,1064,1141,1218,1078,1239,1792,2114,2681,3472,2730,2079,2051,2051,2023
2024-02-14,급속,3080,2600,1760,1720,2000,3120,5360,9840,13880,16800,18600,20000,24920,21560,22680,22360,24040,19600,17760,15240,13000,9440,7600,5200
2024-02-14,완속,595,350,350,140,84,98,189,301,560,616,847,973,903,1218,1211,1967,2163,2380,2737,2772,2366,2240,1890,1869
2024-02-15,급속,3360,2400,1880,2000,2480,3720,6760,8400,13120,16840,17960,20480,24960,22800,23920,24480,25000,23880,21200,16200,14600,11000,8200,5840
2024-02-15,완속,875,854,308,168,112,98,189,308,609,749,931,1071,1148,1106,1540,1834,2331,2814,3213,2807,2429,2107,2170,2107
2024-02-16,급속,3680,3160,2640,2280,2640,4520,8280,12080,18320,19480,21480,26240,27280,27000,27520,26480,26840,25200,21320,18000,14880,12320,8880,5840
2024-02-16,완속,770,504,224,133,126,112,238,399,672,798,1197,1239,1078,1155,1421,1960,2030,2814,3304,2926,2457,2324,2310,2268
2024-02-17,급속,3760,2920,3080,2680,3800,4160,6680,10000,16400,17760,20920,20920,21960,23440,21760,21560,20680,19520,16840,13400,11800,7960,7120,4640
2024-02-17,완속,917,462,392,329,168,140,196,406,567,854,903,924,1176,1190,1337,1456,1554,2121,2282,2212,2219,1974,1603,1547
2024-02-18,급속,3200,2400,2080,1960,2320,3200,4680,7960,12000,13840,15640,17080,19800,18800,20040,18840,17400,14680,13120,11440,9040,8400,5280,3680
2024-02-18,완속,917,889,441,189,168,161,224,273,504,644,868,1071,1148,1449,1540,1827,1827,2156,2359,2009,2016,1610,1337,1316
2024-02-19,급속,2920,2200,1520,1600,1400,3040,5480,8640,12360,15840,19880,22200,24200,22560,22680,23240,25320,21400,18840,14600,12440,8920,7000,4840
2024-02-19,완속,539,308,301,105,119,77,259,294,539,665,847,1099,1211,1225,1316,1750,2065,2632,3367,2842,2198,2135,1841,1792
2024-02-20,급속,3000,2040,2040,1720,2800,3760,7120,11320,13320,18560,20120,22840,25280,24080,24600,23360,23600,22600,19680,18680,14440,10720,7200,5040
2024-02-20,완속,637,623,196,119,98,154,175,399,434,602,931,1120,1162,1008,1421,1652,2177,2814,3262,2786,2485,2443,1967,1911
2024-02-21,급속,3600,2600,2120,1840,3240,3120,6080,9040,14120,18960,18840,22000,24600,25560,26160,26680,26480,24320,20680,18480,14240,11560,8480,6240
2024-02-21,완속,595,588,238,168,84,98,175,357,574,672,966,1015,1316,1197,1239,1694,2219,3157,3549,2996,2513,2233,1778,1736
2024-02-22,급속,3960,3120,2200,2440,3000,4360,6840,10640,15920,20320,21720,25560,30240,27840,28960,30080,28400,26960,23920,20920,14360,11400,9200,6520
2024-02-22,완속,658,476,476,231,119,119,140,406,791,735,742,1057,1106,1225,1288,1995,2450,2947,3346,2758,2723,2072,1974,1946
2024-02-23,급속,4320,3680,2600,2360,3040,4600,7800,11120,18800,20640,22960,28160,30320,29560,27480,28720,29080,25600,23120,18720,15720,12160,9640,6520
2024-02-23,완속,826,371,371,133,154,168,301,336,777,868,1267,1141,1428,1407,1561,1939,2198,2807,3199,2758,2548,2191,2142,2114
2024-02-24,급속,4720,4520,3440,2680,3520,4040,7320,10080,14440,17440,21040,22400,23040,24880,26520,23320,23040,18640,17520,14680,11080,9360,7560,5360
2024-02-24,완속,777,546,539,224,175,231,210,434,574,952,966,1043,1155,1274,1449,1540,1659,2184,2009,2240,2282,2184,1932,1911
2024-02-25,급속,3320,2680,2400,2480,2240,3120,4480,7400,10360,14160,18240,19640,20720,20720,22520,21160,23240,19880,16560,14480,10920,10040,6960,5000
2024-02-25,완속,637,448,301,196,196,105,210,280,581,735,959,1022,1232,1386,1526,1771,2079,2191,2310,2345,2023,1624,1596,1582
2024-02-26,급속,2840,2280,1600,1280,2360,4120,7240,11400,16760,20640,22120,25320,28560,27720,24880,26520,24960,23600,20680,18520,14840,11080,7400,5080
2024-02-26,완속,539,266,259,175,91,105,217,378,595,1015,994,1309,1008,1120,1337,1932,2380,2835,3248,2947,2324,2212,2135,1806
2024-02-27,급속,3640,2360,2360,1800,2880,4200,8640,10320,15720,19080,22440,24160,26120,25960,24720,25240,27160,22000,21360,17040,14520,11600,8200,5680
2024-02-27,완속,707,693,252,252,119,91,154,322,490,644,1036,1064,1036,1085,1428,1771,2254,2842,3304,2786,2275,2233,1925,1897
2024-02-28,급속,3640,2960,2240,1720,3200,4920,8160,11160,16240,20040,19400,23840,26000,25360,25120,25920,26640,24360,20400,17280,14080,10880,8320,5720
2024-02-28,완속,637,273,301,189,98,168,147,378,637,707,987,1106,1015,1071,1372,2037,2359,2674,3178,3038,2555,2100,1946,1918
2024-02-29,급속,2960,3120,2600,2240,2560,4080,8120,10960,16960,18520,20240,22720,25240,26720,25720,26640,26160,25320,23200,17560,15400,12000,8840,6680
2024-02-29,완속,707,399,266,161,105,140,238,378,700,679,896,1015,1008,1148,1106,1778,1876,2604,3283,2765,2345,2226,2254,1414
2024-03-01,급속,4280,3920,3120,2800,3200,4360,6240,10920,14760,20240,21800,21840,24520,24680,25440,25920,26560,24560,21440,18960,15080,12000,8720,6240
2024-03-01,완속,896,497,329,217,238,98,273,434,630,679,1008,1050,1120,1099,1211,1484,1932,2233,2310,2513,2352,2009,1981,1960
2024-03-02,급속,4280,2880,3320,2520,3480,4240,7400,9520,15200,18560,23720,23800,26200,24040,25720,26320,26320,21240,18400,16960,13160,9640,7600,5000
2024-03-02,완속,714,707,406,133,140,140,217,329,651,763,959,1043,1225,1197,1484,1533,1610,2149,2478,2142,1918,2086,1687,1638
2024-03-03,급속,3600,2960,2160,2080,2960,2160,4640,7560,12480,13360,17320,18800,18240,21440,20760,18680,18640,17960,17160,13680,11360,8920,7160,4560
2024-03-03,완속,742,742,238,231,189,189,168,280,483,868,1099,994,1281,1393,1498,1561,1883,2359,2401,2079,2002,2002,1407,1372
2024-03-04,급속,3880,2640,1480,1400,2400,3440,6840,11960,15520,18240,19320,24760,24320,23720,24040,24320,23360,20360,21880,15160,13760,9760,7360,5040
2024-03-04,완속,539,518,224,98,63,105,161,399,812,770,1120,1127,861,903,1190,1589,2086,2653,3073,3010,2247,2184,1792,1778
2024-03-05,급속,2840,2080,1920,1400,2760,3960,5840,8480,13640,17600,19000,21480,24800,20880,21680,23240,23000,20000,18240,16000,12160,10360,7120,4800
2024-03-05,완속,707,693,294,294,133,161,189,371,714,686,854,952,917,945,1162,1778,2051,2611,3178,2744,2142,2135,1967,1946
2024-03-06,급속,3240,2400,2360,1600,2880,3720,7760,10960,16120,19440,22760,24120,26560,22280,23280,23120,23760,23040,20800,15800,13800,10520,7680,5200
2024-03-06,완속,651,637,252,252,105,105,203,385,889,735,1071,1127,875,959,980,1561,2114,2954,3108,2702,2023,2023,1988,1946
2024-03-07,급속,3360,2280,2040,1520,2720,4800,7280,10720,15680,19720,20840,23240,25160,23040,22440,23080,23760,23960,21560,17120,14600,9880,7920,5720
2024-03-07,완속,644,644,315,308,112,119,224,350,791,595,889,1064,994,889,1218,1722,2093,2786,3311,2821,2219,2429,2009,1953
2024-03-08,급속,3200,3000,2480,2040,3040,4400,7960,10680,17040,21320,22840,25120,27520,25080,26800,25640,26600,23720,21840,18840,15480,11080,10120,7480
2024-03-08,완속,644,385,329,119,126,112,133,504,875,714,917,980,994,1057,1295,1680,2093,2569,3311,3143,2464,2058,2198,2163
2024-03-09,급속,4360,3200,2480,2600,3840,4200,6760,11520,15040,18120,20560,22320,23840,23280,21600,21440,20240,19560,16720,14080,11720,9920,7720,4760
2024-03-09,완속,840,819,476,280,189,196,231,336,581,924,945,980,1197,1183,1288,1463,1841,1981,2520,2114,2135,1932,1736,1687
2024-03-10,급속,3040,2680,2440,2360,2480,2680,5240,9200,11760,14240,18040,17800,20360,20280,18440,20240,17920,18400,16440,13400,10480,9760,6360,4400
2024-03-10,완속,861,581,273,266,182,112,210,357,623,826,959,1050,1071,1505,1547,1610,1862,2303,2415,2233,2275,1862,1855,1477
2024-03-11,급속,2920,2280,1720,1120,2320,3840,7480,9920,15000,18760,19160,24720,26560,23240,22600,23440,23280,21120,19280,17240,12800,8960,7600,4800
2024-03-11,완속,546,315,294,119,70,133,231,504,812,931,693,1064,756,938,1330,1596,2135,2926,2919,2443,2310,1946,1820,1785
2024-03-12,급속,2720,2480,2240,1600,3040,4000,7960,9720,13640,17400,19600,22160,25680,23040,22680,25560,23200,20760,18880,18240,13680,10920,7480,4840
2024-03-12,완속,700,448,189,189,91,133,182,406,588,896,1001,1022,987,1057,973,1512,2093,2793,3045,3024,2296,2226,2205,1946
2024-03-13,급속,3000,2200,1840,1400,3240,4800,7800,12320,16080,18280,20400,22120,26080,25400,23960,24360,24200,22200,22520,17040,13600,9640,7440,4960
2024-03-13,완속,665,665,364,140,98,119,168,462,693,840,798,924,1036,1008,1162,1533,2051,2954,3234,2842,2177,2135,1939,1890
2024-03-14,급속,3000,2440,1800,1600,3160,4480,7880,11400,17480,20640,20920,23000,24600,22200,22680,23960,24120,23280,20600,17000,12360,9880,7920,5600
2024-03-14,완속,616,469,469,210,133,119,217,406,714,784,1008,931,721,1029,1113,1617,2107,2667,3227,2772,2338,2415,2037,2002
2024-03-15,급속,2960,2360,1800,1560,2640,5080,7760,10920,16800,18920,20680,24960,26480,23080,23560,22640,23360,21040,19840,16120,15240,10040,9080,5560
2024-03-15,완속,616,609,287,175,112,140,238,469,994,651,910,1064,1001,987,1211,1512,1834,2786,3143,2863,2457,2212,2184,2128
2024-03-16,급속,3400,2440,2720,2160,3320,3280,6680,10320,15280,16480,18040,18920,21560,20680,19840,18840,20520,18960,15360,12200,10080,7680,6000,3720
2024-03-16,완속,973,952,399,294,161,154,182,448,616,840,847,945,1085,1148,1183,1414,1715,2114,2100,1995,2107,2002,1820,1764
2024-03-17,급속,2720,2360,1680,1360,2360,2440,3880,7760,10240,11960,15920,17000,16080,17960,18200,17720,17520,15640,12360,13720,10360,8040,5480,3560
2024-03-17,완속,672,462,441,210,140,175,140,378,476,777,868,812,1106,1176,1428,1526,2093,2142,2226,2429,1960,1904,1848,1309
2024-03-18,급속,2640,1920,1360,1120,2400,3800,6760,9560,13920,17320,18960,24520,22880,23080,23080,21600,21960,20320,18160,16400,12360,8560,6240,4680
2024-03-18,완속,497,483,259,70,133,63,189,441,728,651,658,840,840,868,1057,1456,2135,2555,3003,2765,2282,2233,2163,2107
2024-03-19,급속,3040,2600,2000,1360,2640,3720,7160,9800,14680,16160,19680,21800,23840,21800,22920,22600,23360,21280,20640,17160,13120,9840,7280,4720
2024-03-19,완속,651,357,350,84,126,91,154,371,714,623,805,1099,826,826,1162,1386,2044,2709,3087,2884,2198,2289,2219,1960
2024-03-20,급속,3320,2280,1560,1320,3000,4120,7720,10960,15920,19320,20400,24840,25920,22880,23440,23880,26960,22520,20600,15600,14880,10320,7320,5360
2024-03-20,완속,609,609,371,91,112,119,182,392,742,749,756,952,1001,882,1281,1680,1988,2408,3381,2968,2338,2282,2226,1785
2024-03-21,급속,3360,2800,2160,1720,2960,3800,7640,11480,16840,20320,20000,25800,25640,25040,24880,24440,25680,23280,21040,17040,12240,10720,9120,6040
2024-03-21,완속,686,581,567,154,105,147,189,399,819,658,952,966,966,959,1085,1687,2058,2639,3199,2912,2240,2296,2044,2002
2024-03-22,급속,4040,2760,2040,1480,3160,4520,8160,11560,17040,19720,21120,25080,24880,23680,23440,24320,23600,22320,18600,16320,11360,9880,7920,4880
2024-03-22,완속,700,672,413,231,154,133,245,371,861,945,861,987,945,868,1162,1687,1848,2485,3101,2590,2422,2310,2142,2107
2024-03-23,급속,3000,3360,2240,2040,2720,3200,6720,10360,14880,16800,17720,18640,20920,18240,19200,20920,19600,18920,15760,13000,11320,8480,6360,3680
2024-03-23,완속,805,539,525,203,217,119,189,406,623,770,966,861,1050,1141,1232,1358,1470,1778,2324,1729,2177,2219,1659,1638
2024-03-24,급속,2760,1640,1680,2160,2000,2600,4960,8080,10480,12640,15440,15560,18160,16880,18280,17880,17560,15520,15560,13040,10640,7800,5640,3800
2024-03-24,완속,826,812,364,210,161,133,231,364,532,714,665,987,1218,1127,1330,1372,1953,1953,2226,2156,2198,1771,1323,1302
2024-03-25,급속,2800,1520,1320,1280,1960,3200,6360,10280,13840,14680,17720,21000,23400,18880,20640,20440,19480,20800,15600,13440,11400,9080,7920,5040
2024-03-25,완속,497,336,217,112,35,140,287,462,700,826,595,994,763,959,1106,1421,1792,2226,3010,2842,2212,2051,1806,1750
2024-03-26,급속,2680,1960,1600,1480,2440,3640,5760,10320,13280,17600,18880,22200,26120,22680,23440,25480,27040,22560,20680,17240,13360,10560,8040,5240
2024-03-26,완속,574,553,196,196,70,126,231,399,742,777,805,840,826,1099,1197,1610,2044,2765,3171,2912,2429,2065,1967,1918
2024-03-27,급속,3760,2560,1960,1640,2160,3720,7080,11080,15880,18440,20640,23680,24360,23960,22720,24440,23920,20360,18560,15880,14040,10160,8000,4560
2024-03-27,완속,630,623,231,168,126,98,259,420,672,679,812,819,742,889,1134,1624,1974,2247,2968,2744,2296,2135,1967,1932
2024-03-28,급속,2840,2000,2080,1600,2240,4160,6960,10400,13200,15200,15400,19400,20800,19640,20800,20680,20840,19800,20720,15400,12160,11560,7080,4680
2024-03-28,완속,651,644,238,126,119,133,231,385,770,672,560,840,826,784,875,1295,1841,2618,3073,2765,2058,2233,2198,1862
2024-03-29,급속,3400,3160,1960,1760,2880,4240,8560,11240,16680,19800,20040,23520,25640,24240,24240,26400,25280,22760,20800,18000,14200,11920,10080,6840
2024-03-29,완속,721,406,406,161,161,126,210,525,763,812,938,1120,1001,973,1211,1435,2051,2520,3066,2933,2527,2366,2457,2331
2024-03-30,급속,3840,2640,1800,1960,3480,4280,8680,11800,14720,17640,19680,19440,21160,20480,22080,22600,20080,20120,17280,13160,12480,9280,5920,4680
2024-03-30,완속,819,616,609,266,217,140,259,406,595,798,917,966,1057,1211,1421,1414,1715,1981,2044,2282,1939,2093,2065,1239
2024-03-31,급속,2800,2120,1920,1400,2120,3120,5800,9360,11880,13400,15720,18960,18120,18120,18760,18280,18040,18080,14840,14320,12120,9280,6160,4080
