일자,충전방식,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
2023-03-30,완속,707,490,343,217,140,210,280,448,945,784,847,959,966,1057,1372,1757,2198,2898,3374,3416,2688,2590,2296,2261
2023-03-30,급속,4000,3800,2840,2720,2680,5600,9000,12800,18920,20200,21600,25240,28840,25200,28320,27960,27440,28240,24000,19480,16760,12960,9840,6680
2023-03-31,완속,749,539,532,168,182,168,280,595,938,1036,833,1085,1015,1148,1197,1848,1918,2947,3584,3703,2702,2450,2513,2457
2023-03-31,급속,4440,3600,2800,3160,3160,4920,9480,13640,19280,18400,22480,24080,27440,26760,28280,27440,28720,29160,24920,22960,17800,15000,12600,8000
2023-04-01,완속,1050,1029,511,266,294,182,441,560,777,875,1162,1141,1267,1484,1414,1596,1862,2016,2485,2485,2443,2373,2184,2149
2023-04-01,급속,4880,3480,4320,3520,3840,4760,9680,12680,16960,18920,21600,24400,24040,26240,25640,24160,23600,22480,19120,17840,14840,11200,8920,5040
2023-04-02,완속,791,595,392,273,231,175,287,427,756,945,1113,1064,1337,1519,1764,1939,2296,2527,2688,2772,2674,2282,2247,1855
2023-04-02,급속,3520,3360,2600,3440,2800,3840,7160,10680,14280,16320,19240,20480,21040,21600,22920,22800,21920,20360,17800,17000,15160,10880,7160,4560
2023-04-03,완속,672,651,434,238,119,126,308,406,700,805,924,854,980,959,1393,1638,2422,2947,3584,3024,2681,2289,1946,1925
2023-04-03,급속,4520,2880,2120,1280,2200,3840,8000,11360,15880,18560,19960,24560,28200,25440,26000,25680,25200,26840,22440,20440,15760,11520,9000,6240
2023-04-04,완속,728,721,462,210,175,77,308,483,875,854,784,945,1015,1274,1246,1694,2156,2786,3451,3066,2639,2240,2219,2191
2023-04-04,급속,3720,2600,1920,1760,3040,4680,8480,12200,16280,19360,21720,25200,27440,25920,25400,26880,27360,24840,20520,17640,13280,9920,8160,4840
2023-04-05,완속,749,735,336,224,98,98,280,385,861,742,770,1008,987,1036,1358,1722,1848,2856,3416,3332,2436,2499,2058,2044
2023-04-05,급속,3280,2560,2400,2200,2960,3480,5720,8360,11720,15680,18040,20160,22600,22080,21960,24560,23760,24960,22720,19240,13880,12360,9040,6080
2023-04-06,완속,756,476,294,168,112,168,322,539,938,966,889,1120,980,1148,1316,1666,2373,3129,3836,3017,2814,2597,2394,2338
2023-04-06,급속,3400,3400,2760,2560,3160,4920,8640,12360,17680,19720,23760,25280,28320,26800,28720,30480,27760,25800,26200,19680,14680,12040,9000,6440
2023-04-07,완속,721,707,315,196,245,140,420,651,1043,805,1001,1148,1211,1358,1477,1673,2352,2961,3577,3290,2891,2646,2639,2590
2023-04-07,급속,4880,3320,2720,2800,3720,5960,10040,14560,19920,20560,23240,26360,34200,29560,29960,29440,30120,28120,25680,24800,19120,15080,11800,7920
2023-04-08,완속,966,693,392,343,245,266,448,574,665,1127,1190,1113,1239,1393,1561,1799,1876,2275,2359,2625,2597,2163,1960,1673
2023-04-08,급속,4760,4160,3840,3560,4360,5400,10600,13640,18480,20960,22720,24960,24520,26840,26040,26920,27080,23480,22160,17840,15240,11480,8920,5720
2023-04-09,완속,910,609,392,245,175,210,245,497,777,931,1183,1127,1323,1631,1897,1932,2233,2436,2590,2849,2618,2457,1561,1519
2023-04-09,급속,4200,3560,2720,3000,3160,3880,8040,10600,13680,18360,20280,21840,22160,23680,21480,22720,22240,21480,17840,18240,14800,10960,8000,5280
2023-04-10,완속,623,357,196,105,133,105,259,441,987,910,889,1064,1113,952,1386,1981,2184,2982,3500,3052,2730,2198,2205,2170
2023-04-10,급속,3040,3320,2440,1920,2840,3880,9040,11120,16280,19360,22640,25600,28200,27280,26200,27400,29400,25320,25720,20000,15880,12080,8000,5480
2023-04-11,완속,728,378,371,196,175,154,301,441,861,763,763,1036,938,924,1414,1729,2100,2800,3199,3073,2457,2415,2366,2338
2023-04-11,급속,3800,3240,2360,2440,2480,3680,9280,11760,16000,19200,20480,25160,26280,24360,24480,24560,24520,23360,22440,19240,14200,10160,8040,5520
2023-04-12,완속,707,469,455,189,105,126,287,490,833,742,812,917,1008,973,1225,1778,2121,2891,3731,3248,2807,2338,2352,2331
2023-04-12,급속,3080,3080,2280,2600,2720,4640,9240,11480,17080,20160,21000,25400,28960,24320,25920,25800,26280,25600,24160,21320,16400,12720,9640,6760
2023-04-13,완속,896,882,399,168,182,168,308,434,924,812,896,1036,1008,1127,1330,1673,2233,3150,3584,3276,3003,2625,2541,2366
2023-04-13,급속,4200,3120,2680,2280,3040,5120,10280,11160,17680,22600,22360,25800,28240,26640,26000,25320,27960,26160,24680,21800,15520,13280,8200,5480
2023-04-14,완속,875,875,357,224,161,140,203,483,1036,952,854,1092,1015,1099,1386,1750,2345,2884,3248,2989,2555,2611,2345,2275
2023-04-14,급속,5240,3600,3160,2520,3400,5560,9680,13600,17720,19600,20840,25840,27080,26640,25160,25240,25800,24000,23680,17320,16000,13440,10520,7000
2023-04-15,완속,854,616,476,336,133,203,280,469,672,889,973,1050,1344,1379,1470,1610,2044,2114,2338,2051,2373,2520,1918,1435
2023-04-15,급속,4400,3520,2920,3480,3880,5560,9240,11160,14920,17480,21480,20400,21520,22040,24400,22320,21800,23200,17280,16120,13600,9880,7960,5480
2023-04-16,완속,910,532,392,357,182,168,336,385,693,987,1036,1260,1512,1393,1589,1841,2072,2436,2478,2611,2450,2310,1512,1477
2023-04-16,급속,3640,2960,2400,2400,3240,3640,7720,10560,14000,15920,19120,18960,21480,22120,20760,21320,21840,19720,18560,16920,13760,9880,8280,4880
2023-04-17,완속,623,385,210,203,119,126,273,490,987,770,798,889,994,1246,1358,1925,2233,2919,3486,3101,2331,2198,2079,2051
2023-04-17,급속,3400,2400,2560,1600,2560,4880,8160,12560,18120,20240,21320,26840,27760,28040,26520,25080,25640,27720,24760,20400,16200,12400,9160,6280
2023-04-18,완속,777,399,385,161,147,140,252,343,896,672,875,889,882,980,1281,1750,2282,2828,3367,3199,2387,2499,2205,2170
2023-04-18,급속,3240,3320,2560,2320,3200,4840,8520,8480,14560,17840,20240,21560,27240,24240,24360,25160,24320,25320,20920,19000,14080,11640,8400,5680
2023-04-19,완속,777,476,455,259,196,168,266,469,889,854,728,1078,882,945,1267,1694,2562,3045,3360,3220,3066,2429,2065,2023
2023-04-19,급속,3560,3160,2320,2000,3360,4840,9400,11440,15440,19240,19880,23520,26400,24560,24800,25560,26120,27000,22320,19480,15640,12520,9520,6480
2023-04-20,완속,854,833,287,161,140,203,280,434,819,819,840,945,945,1099,1260,1610,2170,2709,3514,3255,2926,2653,2373,2352
2023-04-20,급속,4560,2920,2920,2640,3000,4680,9480,10920,15480,18920,20600,24360,28240,25760,25120,26760,26800,26360,21520,21080,16640,10800,9160,6080
2023-04-21,완속,665,546,357,161,203,147,315,462,1113,791,833,1085,1099,1211,1498,1813,2002,2919,3535,3143,2849,2485,2534,2457
2023-04-21,급속,3720,3240,2640,2800,2880,5480,9360,11920,16360,19240,19880,24280,29360,27200,24520,28040,26880,28520,24400,21280,17520,14400,11160,7120
2023-04-22,완속,973,945,518,357,189,210,343,455,777,868,1218,1071,1519,1344,1442,1666,1876,2191,2352,2331,2359,2114,2128,2079
2023-04-22,급속,5120,3360,3280,4000,3320,4960,7840,11160,15480,17280,21200,20720,24120,22720,22560,24280,23120,22160,18480,16360,13360,11280,8120,5200
2023-04-23,완속,826,539,420,357,217,182,392,469,763,973,1295,1029,1330,1484,1645,1645,1953,2478,2590,2611,2590,2163,1624,1568
2023-04-23,급속,3400,2680,1920,2240,2560,4080,6520,9680,13200,15840,19040,19560,19600,20400,19400,21920,21000,20320,18760,15440,12200,10240,7440,4920
2023-04-24,완속,623,595,224,161,133,154,294,392,889,889,812,917,1043,1155,1001,2002,2086,2793,3311,3024,2506,2324,2142,1365
2023-04-24,급속,3520,2400,1880,1720,1920,4840,7120,10640,16240,18880,20760,23600,25960,26320,25160,24960,25920,25360,23880,18120,15600,10680,8200,5920
2023-04-25,완속,763,420,420,154,126,189,266,378,833,588,784,931,994,875,1218,1610,1918,2618,3325,3276,2310,2408,2079,2044
2023-04-25,급속,3560,3560,2400,1840,3440,4360,8120,9720,14840,16600,18880,21120,25400,23040,25000,24920,26880,23320,21680,16360,15160,11120,8320,5680
2023-04-26,완속,805,798,329,182,112,175,287,448,777,868,896,1190,840,1211,1288,1890,2450,2919,3332,3318,3234,2562,2135,2093
2023-04-26,급속,4200,3280,2280,2280,3080,5440,9880,13000,19120,20400,23520,26240,30400,27120,26000,28960,28160,28040,26920,22440,15560,13000,10560,7440
2023-04-27,완속,770,567,546,231,161,189,315,462,994,1001,875,1099,1043,1253,1323,1715,2296,2996,3619,2975,2506,2317,2254,2219
2023-04-27,급속,4160,3520,2600,2240,3520,5640,9080,14000,18680,20560,24120,27400,28000,25680,27040,25920,28280,28320,24280,20720,17680,13760,9800,6240
2023-04-28,완속,854,833,357,308,168,210,301,616,1057,777,994,1113,1197,1099,1344,1960,2373,2611,3570,2884,2891,2569,2534,2471
2023-04-28,급속,4480,3200,3240,3000,2880,5800,10320,12920,20160,19560,22760,26640,29880,27440,28280,27760,27240,27520,25640,21200,17800,15760,10600,6680
2023-04-29,완속,1029,504,406,273,196,210,371,483,819,973,875,1057,1344,1351,1442,1638,1848,2219,2275,2212,2394,2135,2121,2065
2023-04-29,급속,4200,4080,3280,2480,3040,4880,7400,10000,13760,17600,19160,19080,21640,21840,23280,24240,23120,21080,19160,17240,13440,11320,8480,5520
2023-04-30,완속,763,581,581,259,224,245,322,420,735,1015,1043,1141,1253,1337,1561,1652,2100,2289,2744,2415,2576,2240,2009,1995
2023-04-30,급속,3760,3360,2360,2920,3440,5160,8360,10440,14360,17960,21080,24040,22640,22960,24160,22440,23840,22160,21760,17000,14600,10840,8960,5800
2023-05-01,완속,770,497,497,140,168,133,371,574,819,952,1043,861,1232,1190,1456,1722,2065,2912,2793,2597,2387,2359,2135,2086
2023-05-01,급속,3400,3000,2240,2280,2480,5000,7720,11480,15680,18240,20200,23600,22800,23520,23120,23760,23240,23200,21160,17960,16360,11680,7320,4600
2023-05-02,완속,791,455,448,182,112,168,301,448,840,777,791,924,1008,1197,1400,1932,2303,2961,3493,3339,2716,2674,2373,2345
2023-05-02,급속,3160,2840,2200,2120,3240,5520,8680,10440,15760,18840,22160,25880,27520,26240,25760,27160,27960,26040,23480,19920,17160,11560,8200,5560
2023-05-03,완속,798,504,497,224,147,182,266,546,805,707,917,1232,1085,1064,1358,1834,2429,2800,3297,3416,2562,2471,2233,2191
2023-05-03,급속,3960,3720,2600,2200,2640,6200,8960,13440,15920,18720,21280,23440,27120,25760,24600,26080,27360,27160,24680,20840,15800,12800,8960,5600
2023-05-04,완속,959,427,420,182,126,154,238,539,875,945,1127,1176,1148,1330,1659,1701,2261,2842,3339,3157,2863,2555,2345,2303
2023-05-04,급속,4040,3640,2520,2960,3080,5160,10200,11000,17680,19600,21360,26240,29520,28000,28960,26080,28040,25800,23600,20720,18000,12040,11840,7680
2023-05-05,완속,1365,1323,462,343,203,224,315,546,749,868,1099,1085,1106,1267,1386,1610,1799,2163,2156,2170,2023,2093,1554,1505
2023-05-05,급속,11080,6840,3200,2880,3560,4640,8880,11320,14960,15520,19480,18120,21920,21480,22120,22320,18400,19000,16280,14440,11800,9520,6800,4560
2023-05-06,완속,700,427,385,259,126,133,217,504,756,749,938,1148,1302,1337,1351,1582,1848,2072,2254,2562,2268,2380,2338,1260
2023-05-06,급속,3120,2520,2120,2200,2240,4480,6640,8200,13480,16760,19480,21400,23360,25200,25080,23840,25320,20920,18800,17280,15480,11840,7960,5840
2023-05-07,완속,868,504,497,252,259,196,364,434,700,784,1183,1085,1393,1449,1631,2051,2366,2240,2562,2534,2800,2471,1953,1883
2023-05-07,급속,3720,3400,2240,2040,2840,4080,7800,10120,13280,15480,19840,20600,21360,21920,22760,23480,23280,20280,18720,18520,14800,12160,9000,5760
2023-05-08,완속,539,448,448,196,84,161,259,525,1001,875,1071,1134,1113,1155,1470,1918,2520,2961,3171,3493,2849,2492,2317,2289
2023-05-08,급속,3520,2760,2080,2200,2720,5360,8960,11520,16360,18680,23040,24920,28120,25800,26280,27080,28760,27360,22880,20880,18200,13000,9200,6280
2023-05-09,완속,735,721,266,196,119,196,259,497,924,959,973,1078,1008,1400,1533,1974,2492,2905,3346,3087,2667,2352,2415,2373
2023-05-09,급속,4200,2920,2240,2160,2960,6040,9400,12720,16360,18600,21440,25080,26720,26800,25920,26040,27760,25160,23800,21160,15480,12440,10280,6600
2023-05-10,완속,763,763,238,196,154,175,315,511,889,875,959,959,1253,1022,1316,2079,2100,3010,3290,3304,2695,2401,2443,2394
2023-05-10,급속,4160,2920,2120,2120,2360,5840,9560,12200,17240,18720,20920,22720,29080,26080,25160,26320,26080,24160,23680,20240,16880,12080,9840,6920
2023-05-11,완속,763,756,420,252,140,147,280,392,1036,770,945,1176,1064,1211,1589,2093,2345,3115,3563,3213,2828,2604,2282,2219
2023-05-11,급속,4440,3160,2680,2720,2520,5640,10360,11960,15920,20440,23960,25520,26440,25600,25280,28400,26000,26880,24200,20120,17120,13320,9800,6760
2023-05-12,완속,847,595,315,196,161,231,364,553,994,952,980,1246,1246,1281,1638,1988,2184,2863,3696,3220,2569,2422,2436,2373
2023-05-12,급속,4080,3520,2760,2760,2960,6560,10640,12720,17640,21280,20840,26240,28520,26920,26160,28640,26200,26360,24920,21480,18800,13360,10000,6440
2023-05-13,완속,931,595,378,266,189,280,413,581,658,1078,1099,1204,1295,1358,1603,1603,1862,2149,2254,2506,2436,2562,1904,1876
2023-05-13,급속,3760,3480,3160,3240,3520,6120,10040,12200,14760,17440,21840,20680,22080,21920,22800,23160,19560,19960,19240,15680,13000,11040,8600,5640
2023-05-14,완속,756,616,406,287,280,224,336,483,700,882,1141,1197,1337,1561,1708,1743,2184,2471,2737,2534,2786,2219,1680,1603
2023-05-14,급속,3160,2800,2080,2520,3000,4400,8120,9200,13160,16520,17960,19440,19160,21800,21080,21240,20480,19440,17720,16080,14000,10960,8040,5120
2023-05-15,완속,602,343,238,238,98,203,357,434,1043,924,1092,910,1078,1246,1540,1869,2380,2912,3514,3388,2611,2261,2177,2170
2023-05-15,급속,3280,2800,2120,1720,3000,4800,9320,11240,14840,20000,20360,23520,29880,26080,25880,27000,24640,26040,25400,19600,16760,12480,8360,5560
2023-05-16,완속,854,840,203,217,140,147,343,553,924,952,840,1057,1120,1190,1379,1659,2576,2975,3472,3192,2793,2499,2590,2548
2023-05-16,급속,3680,2560,2400,2320,3080,5480,8760,11600,15000,17920,18840,22240,27480,25440,24360,26960,27600,25960,24560,19880,16960,12880,10160,6520
2023-05-17,완속,749,441,336,196,182,119,371,504,910,875,1050,1267,1211,1260,1540,1904,2492,2758,3346,3220,2835,2786,2359,2338
2023-05-17,급속,3560,3160,2840,2680,3200,5680,9080,11720,16480,20400,22200,24720,28080,26040,26560,26440,27200,27160,24840,20080,17800,11720,10080,6520
2023-05-18,완속,819,553,378,182,161,196,280,441,896,777,931,994,994,1246,1316,1505,2268,2870,3486,3024,2401,2576,2149,2121
2023-05-18,급속,4120,3280,2920,2240,2920,5800,9400,10360,14400,17720,20120,22960,27480,24120,24880,23800,24520,21920,21480,17560,14440,11640,8960,5680
2023-05-19,완속,672,532,329,245,154,154,301,539,910,931,1127,1547,1253,1365,1603,1911,2436,2842,3374,3234,2674,2478,2891,2800
2023-05-19,급속,3640,2880,3160,2600,3240,6280,9680,12040,16400,20280,23280,25040,29640,27560,26080,28320,27920,25240,22960,20280,19600,15120,11320,6840
2023-05-20,완속,903,686,686,371,224,245,252,588,651,966,1057,1085,1309,1428,1414,1701,1897,2086,2247,2443,2408,2233,2212,1547
2023-05-20,급속,3960,4160,2840,4600,4040,6600,10760,12840,14480,17280,20840,21360,24040,23480,23880,25400,22920,20360,20120,17960,14600,10960,7160,5720
2023-05-21,완속,742,595,357,266,175,238,385,497,749,917,931,1134,1344,1603,2009,1820,1960,2191,2646,2625,2471,2317,1806,1743
2023-05-21,급속,3240,3320,2400,2480,3240,4160,6720,9760,13000,14720,18960,18800,18400,19640,20040,18760,21640,18560,17120,15080,13480,9920,7720,5000
2023-05-22,완속,721,714,210,126,105,189,273,462,875,875,959,1113,1183,1358,1456,1568,2331,2737,3241,2912,2485,2268,2226,2198
2023-05-22,급속,3160,2280,2280,1920,2600,4280,8840,11040,15000,18000,21080,23760,27320,22000,25360,25280,25600,23680,23000,17480,16720,12320,9000,5520
2023-05-23,완속,798,784,546,168,154,203,294,434,875,707,966,1162,994,1316,1351,2058,2464,2772,3472,3248,2562,2380,2520,2457
2023-05-23,급속,3880,2800,1720,2600,2680,5920,10120,12920,16320,17360,21200,23960,26840,24720,26520,24440,25960,26760,23560,21600,17600,13000,8600,5680
2023-05-24,완속,840,483,301,196,161,182,224,546,931,840,896,1106,1050,1183,1330,1932,2534,2933,3052,3227,2730,2702,2338,2282
2023-05-24,급속,3160,3080,2880,2320,3120,5800,9440,12480,15760,19280,21120,24240,25560,23960,25720,25720,24200,24640,23440,20160,16760,12280,9960,6560
2023-05-25,완속,882,462,392,182,168,203,322,420,812,812,840,1246,1092,1225,1491,1827,2485,2912,3801,3108,2660,2240,2352,2303
2023-05-25,급속,3480,3240,2400,2800,3160,6080,9360,11560,15680,19560,22160,25240,26560,26480,26440,26560,27240,27960,23120,21520,15960,13440,10120,6600
2023-05-26,완속,763,602,259,245,182,245,287,546,1043,931,917,1267,1379,1239,1540,2058,2324,2891,3500,3199,2758,2457,2751,2674
2023-05-26,급속,4040,2800,3280,2920,3320,5320,9680,12400,16960,19200,20200,25640,27920,27240,27360,28600,28360,25200,24240,22480,18640,14520,12080,7920
2023-05-27,완속,973,945,448,336,252,336,532,567,840,1015,1078,980,1057,1435,1463,1463,1771,1799,2198,2331,2415,2051,1967,1918
2023-05-27,급속,5600,4000,3200,3080,4000,5640,9320,11440,15480,18320,19800,20720,21960,23160,21520,21320,22880,19520,18840,17320,15040,11720,8800,5440
2023-05-28,완속,882,588,364,301,189,224,259,399,525,742,889,1043,1309,1477,1386,1715,1869,1953,2100,2184,2023,2058,1792,1708
2023-05-28,급속,3160,3200,2800,2440,2160,3640,6240,8560,11520,14560,17040,18760,20200,20400,18640,18680,19360,18160,15480,14160,12040,8600,6960,4320
2023-05-29,완속,623,567,546,266,217,154,329,385,623,882,896,959,1281,1400,1505,1659,2289,2464,2611,2569,2177,2499,1820,1757
2023-05-29,급속,3280,2800,1840,2000,2320,3680,5760,7640,12200,13520,17240,19400,21520,19520,20960,20760,20600,20040,18480,15720,15800,10520,8160,5000
2023-05-30,완속,658,413,217,175,98,161,231,497,847,938,952,1071,1113,1113,1379,1659,2303,2947,3423,2982,2716,2436,2429,2366
2023-05-30,급속,3280,2840,2320,2520,3520,4440,7800,10520,15320,18120,19560,22960,26840,26400,26480,25800,26680,24000,23720,19040,16880,11600,9160,5960
2023-05-31,완속,637,623,266,252,154,175,252,476,868,791,812,952,952,1190,1316,1827,2373,2877,3367,3178,2716,2723,2177,2156
2023-05-31,급속,3800,3000,2640,2480,3320,5320,8880,12360,14720,19080,20560,22200,27240,24600,25560,26320,24640,25760,24320,21680,17320,14200,10280,7600
2023-06-01,완속,777,553,273,175,189,217,322,343,903,805,931,1008,1064,1169,1134,1834,2023,2793,3507,3206,2653,2156,2114,2072
2023-06-01,급속,3920,3120,2920,2520,2800,4840,8800,10760,15880,18960,20520,22000,24240,22200,23160,21800,23360,23840,21720,18720,17720,13120,8840,5520
2023-06-02,완속,770,763,322,217,126,259,308,427,945,973,924,1148,1036,1260,1330,1932,2268,3059,3332,3276,2926,2793,2597,1729
2023-06-02,급속,4680,3200,2960,2640,3240,5560,9720,13520,17480,18360,22200,24000,29320,28720,26800,26080,27000,25560,26240,21880,19800,15040,11080,8160
2023-06-03,완속,1092,1078,455,217,245,259,364,546,791,945,1029,1337,1351,1477,1316,1610,1680,2184,2282,2590,2492,2233,2247,1400
2023-06-03,급속,5240,3880,3280,3800,3360,6840,10120,12880,15320,18000,20640,23080,22480,22080,24080,22080,23200,21640,18520,17720,15440,12040,8840,6800
2023-06-04,완속,770,602,483,273,182,308,378,490,644,917,1001,1099,1330,1568,1645,1596,2016,2128,2415,2499,2478,2408,1827,1799
2023-06-04,급속,4520,2720,2720,2200,2720,4640,8920,9680,13200,16480,19400,19480,21560,21600,21880,22640,22600,20120,18120,18160,14600,11600,7960,5080
2023-06-05,완속,581,469,280,189,147,189,231,518,651,854,1071,1043,1204,1148,1358,2002,2219,2583,3143,2779,2555,2415,2352,2317
2023-06-05,급속,3600,3040,2320,2280,2480,6160,9120,12360,16040,17600,21960,26000,29360,27360,26280,26120,26680,25920,22280,19440,16840,13760,9320,6240
2023-06-06,완속,903,588,581,252,231,245,385,441,721,924,938,1015,1211,1365,1484,1701,1981,2394,2310,2583,2457,2513,1960,1897
2023-06-06,급속,3720,3680,2600,3080,3120,5400,8760,9440,14840,15480,18360,19000,20520,21760,22680,22760,22200,20560,18560,16720,16240,10680,9280,5800
2023-06-07,완속,588,434,245,161,77,91,238,560,917,805,840,777,973,1155,1309,1841,2247,3038,3416,2891,2576,2534,2051,1981
2023-06-07,급속,3320,2560,2240,1720,2560,5400,8400,12280,15360,18320,19480,22480,26440,25280,24600,27520,26880,23800,24160,20440,18000,12440,9560,5840
2023-06-08,완속,854,490,490,196,154,161,189,546,840,658,756,1057,1099,980,1316,1925,2247,2828,3325,3276,2457,2646,2464,2415
2023-06-08,급속,3880,3360,2360,2640,3360,5520,9080,12880,16120,18560,20880,21880,27960,24440,23960,26160,27240,25760,23360,21040,17000,13360,10200,6480
2023-06-09,완속,805,539,371,182,189,259,280,511,973,826,833,1148,1127,1120,1379,2002,2163,2905,3171,3213,2681,2688,2688,2639
2023-06-09,급속,3640,3680,3120,2680,3240,6320,10640,13280,18600,19720,20200,25880,28000,25760,25280,27240,26000,27400,25000,22160,17520,14840,10640,7160
2023-06-10,완속,994,973,350,357,273,231,371,588,651,903,1008,1036,1372,1554,1540,1645,1834,1988,2240,2240,2345,2261,2149,2100
2023-06-10,급속,5360,3840,3120,3240,4920,6120,9920,12200,14440,17480,18400,21560,21520,24600,22960,22200,21320,18960,18440,16680,14160,10520,8080,4480
2023-06-11,완속,861,637,371,189,224,224,203,455,623,980,1127,903,1239,1582,1470,1974,1918,2366,2569,2401,2639,2289,2219,1869
2023-06-11,급속,3120,2840,2320,2280,2480,4120,7720,9400,10600,14800,18120,17720,18600,20120,18920,18720,20840,19760,18240,16840,13680,10760,6920,4440
2023-06-12,완속,623,490,483,168,77,168,259,455,959,735,994,994,1001,1078,1281,1834,2394,2667,3472,3059,2436,2555,2107,2051
2023-06-12,급속,2920,2600,1760,1840,2120,6120,9000,11080,15160,18840,19480,24960,26960,25080,24200,26240,25360,23760,23720,19640,15960,11440,9080,6240
2023-06-13,완속,763,728,511,217,168,161,287,532,826,686,763,875,889,1036,1211,1939,2527,2940,3353,2954,2688,2205,2576,2548
2023-06-13,급속,4040,2640,1760,2280,2640,5800,9640,11920,16320,18840,19440,23200,26280,25720,26520,23640,28160,24120,23600,19040,17480,12240,9760,6640
2023-06-14,완속,735,504,392,231,112,133,385,476,777,854,1134,1197,1099,1113,1393,1638,2163,2863,3010,3227,2625,2674,2618,2261
2023-06-14,급속,3800,3640,3000,2480,3960,6080,10040,12040,15960,18360,19960,23560,25840,22120,24480,23360,24760,24280,23760,19920,17600,13480,8320,5560
2023-06-15,완속,770,770,336,238,189,210,301,483,847,728,826,1162,1015,1218,1337,1778,2226,2898,3409,3045,2779,2583,2611,2541
2023-06-15,급속,5040,3480,2840,2440,3640,5880,10320,13320,15440,18720,19840,25120,25880,24680,24360,26600,27440,26200,25400,20680,17560,12760,10080,6600
2023-06-16,완속,861,588,357,238,112,273,336,511,1043,833,1029,1127,1211,1470,1638,1785,2261,2744,3143,2996,2723,2492,2730,2639
2023-06-16,급속,4280,3000,2880,2280,3080,6360,11160,13080,17560,21160,23200,25520,28000,26000,28520,26040,26280,26800,25880,21080,19680,14760,12440,8040
2023-06-17,완속,1001,658,413,343,217,280,392,581,840,1057,1162,1218,1183,1365,1652,1722,1953,1974,2387,2268,2415,2506,2324,2303
2023-06-17,급속,5320,4240,3560,3440,4000,6720,10360,14040,16920,18880,21640,23960,22160,24520,24440,23560,22600,22440,19480,17120,14800,11640,8440,5200
2023-06-18,완속,959,581,469,343,294,238,315,420,735,1022,1064,1106,1449,1680,1652,1708,2072,2387,2443,2604,2716,2597,2058,2023
2023-06-18,급속,3840,3240,2560,2400,3320,5200,7840,10160,12560,15080,17240,19560,20840,19120,19200,19640,20200,18800,18840,17160,15360,10840,8160,4920
2023-06-19,완속,623,399,196,119,154,154,315,434,819,1008,952,1120,1127,1078,1316,1869,2436,2898,3521,3276,2555,2457,2310,2254
2023-06-19,급속,3200,2640,2360,1800,2920,6240,8640,11080,18160,17520,20080,24120,26000,25800,25880,28040,27760,25840,23440,22280,15960,13200,10080,7080
2023-06-20,완속,798,539,336,140,105,196,343,469,910,854,903,1085,1225,1022,1211,1750,2275,2786,3024,3136,2275,2359,2261,2233
2023-06-20,급속,3920,3320,2600,2280,4200,6760,10960,12880,17240,19040,19440,23520,27480,22960,24800,25040,25600,24680,21000,19200,15200,11440,8360,5480
2023-06-21,완속,805,497,266,168,154,196,273,378,784,784,826,903,973,1267,1372,1645,2268,2632,3332,2912,2471,2450,2338,2282
2023-06-21,급속,3520,2720,2440,2280,2440,4800,7720,10840,14400,15880,17520,19840,22640,23320,22640,25040,25000,24440,22440,18920,15800,12080,8640,5760
2023-06-22,완속,714,497,273,224,133,196,294,504,840,749,714,945,875,1022,1323,1778,2352,2800,3353,2919,2681,2723,2331,2296
2023-06-22,급속,4000,3080,2280,2600,2960,6080,10680,12640,16160,18360,20360,24200,26720,26240,26680,27400,28120,25720,23880,19760,16120,13640,10360,7120
2023-06-23,완속,875,868,329,203,133,238,343,567,966,896,840,1169,1015,1092,1491,1988,2338,2807,3437,3213,2359,2569,2849,2807
2023-06-23,급속,4280,3120,2680,2800,3280,6680,9120,12960,18800,19600,23880,25360,28640,27080,27680,28200,29400,27480,24120,22240,20280,14280,11080,7440
2023-06-24,완속,1092,1078,546,210,273,231,385,588,749,973,1148,1239,1253,1561,1652,1652,1939,2009,2289,2219,2408,2485,2352,2303
2023-06-24,급속,5880,3640,3880,3560,3800,6280,11320,12800,16040,19000,20520,21640,25480,24640,24960,23640,22600,23280,19520,18280,15520,12240,9440,6040
2023-06-25,완속,854,833,434,301,182,196,280,406,700,910,1134,1309,1393,1722,1568,1960,2058,2205,2513,2261,2415,2079,1792,1050
2023-06-25,급속,3720,2360,2200,2640,2760,4960,8480,9600,12720,16200,17880,19520,20160,21680,21040,20960,22000,20840,17040,15840,14000,11280,7360,5120
2023-06-26,완속,672,364,329,182,112,77,385,511,903,693,910,1008,1043,1134,1162,1603,2359,2639,3339,2940,2366,2212,2114,2079
2023-06-26,급속,2960,2400,1600,1680,2360,4080,7160,9600,14200,17120,19760,21280,23960,22800,23320,24480,25560,23640,20240,17560,14440,10640,7760,5120
2023-06-27,완속,777,427,420,189,161,203,308,462,651,637,973,1071,1085,1281,1631,1883,2226,2506,3220,2905,2912,2513,2128,2037
2023-06-27,급속,3200,2800,1840,2360,3080,4440,9600,11520,15240,18600,21440,24600,27080,24880,25320,29000,27120,25600,24920,22040,17000,13360,9360,5960
2023-06-28,완속,728,574,315,189,119,140,301,567,917,1057,875,805,1211,1134,1232,2114,2338,2807,3402,3003,2597,2464,2331,2268
